"causabas","capitulo_cid10","grupo_cid10","causabas_categoria","causabas_subcategoria"
"X703"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X703 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - área para a prática de esportes e atletismo"
"X704"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X704 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - rua e estrada"
"X705"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X705 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - áreas de comércio e de serviços"
"X706"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X706 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - áreas industriais e em construção"
"X707"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X707 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - fazenda"
"X708"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X708 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - outros locais especificados"
"X709"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X70 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","X709 Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - local não especificado"
"X710"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X710 Lesão autoprovocada intencionalmente por afogamento e submersão - residência"
"X711"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X711 Lesão autoprovocada intencionalmente por afogamento e submersão - habitação coletiva"
"X712"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X712 Lesão autoprovocada intencionalmente por afogamento e submersão - escolas, outras instituições e áreas de administração pública"
"X713"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X713 Lesão autoprovocada intencionalmente por afogamento e submersão - área para a prática de esportes e atletismo"
"X714"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X714 Lesão autoprovocada intencionalmente por afogamento e submersão - rua e estrada"
"X715"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X715 Lesão autoprovocada intencionalmente por afogamento e submersão - áreas de comércio e de serviços"
"X716"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X716 Lesão autoprovocada intencionalmente por afogamento e submersão - áreas industriais e em construção"
"X717"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X717 Lesão autoprovocada intencionalmente por afogamento e submersão - fazenda"
"X718"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X718 Lesão autoprovocada intencionalmente por afogamento e submersão - outros locais especificados"
"X719"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X71 Lesão autoprovocada intencionalmente por afogamento e submersão","X719 Lesão autoprovocada intencionalmente por afogamento e submersão - local não especificado"
"X720"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X720 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - residência"
"X721"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X721 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - habitação coletiva"
"X722"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X722 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - escolas, outras instituições e áreas de administração pública"
"X723"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X723 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - área para a prática de esportes e atletismo"
"X724"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X724 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - rua e estrada"
"X725"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X725 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - áreas de comércio e de serviços"
"X726"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X726 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - áreas industriais e em construção"
"X727"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X727 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - fazenda"
"X728"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X728 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - outros locais especificados"
"X729"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X72 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão","X729 Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - local não especificado"
"X730"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X73 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre","X730 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - residência"
"X731"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X73 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre","X731 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - habitação coletiva"
"X732"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X73 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre","X732 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - escolas, outras instituições e áreas de administração pública"
"X733"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X73 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre","X733 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - área para a prática de esportes e atletismo"
"X734"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X73 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre","X734 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - rua e estrada"
"X735"," XX - Causas externas de morbidade e de mortalidade","Lesões autoprovocadas intencionalmente","X73 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre","X735 Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - áreas de comércio e de serviços"
