"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"Z37"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z37 Resultado do parto"
"Z38"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z38 Nascidos vivos (nado-vivos) segundo o local de nascimento"
"Z39"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução","Z39 Assistência e exame pós-natal"
"Z40"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z40 Cirurgia profilática"
"Z41"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z41 Procedimentos para outros propósitos exceto cuidados de saúde"
"Z42"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z42 Seguimento envolvendo cirurgia plástica"
"Z43"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z43 Atenção a orifícios artificiais"
"Z44"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z44 Colocação e ajustamento de aparelhos de prótese externa"
"Z45"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z45 Ajustamento e manuseio de dispositivo implantado"
"Z46"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z46 Colocação e ajustamento de outros aparelhos"
"Z47"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z47 Outros cuidados de seguimento ortopédico"
"Z48"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z48 Outro seguimento cirúrgico"
"Z49"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z49 Cuidados envolvendo diálise"
"Z50"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z50 Cuidados envolvendo o uso de procedimentos de reabilitação"
"Z51"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z51 Outros cuidados médicos"
"Z52"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z52 Doadores de órgãos e tecidos"
"Z53"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z53 Pessoas em contato com serviços de saúde para procedimentos específicos não realizados"
"Z54"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos","Z54 Convalescença"
"Z55"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z55 Problemas relacionados com a educação e com a alfabetização"
"Z56"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z56 Problemas relacionados com o emprego e com o desemprego"
"Z57"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z57 Exposição ocupacional a fatores de risco"
"Z58"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z58 Problemas relacionados com o ambiente físico"
"Z59"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z59 Problemas relacionados com a habitação e com as condições econômicas"
"Z60"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z60 Problemas relacionados com o meio social"
"Z61"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z61 Problemas relacionados com eventos negativos de vida na infância"
"Z62"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z62 Outros problemas relacionados com a educação da criança"
"Z63"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z63 Outros problemas relacionados com o grupo primário de apoio, inclusive com a situação familiar"
"Z64"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z64 Problemas relacionados com algumas outras circunstâncias psicossociais"
"Z65"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais","Z65 Problemas relacionados com outras circunstâncias psicossociais"
"Z70"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em outras circunstâncias","Z70 Aconselhamento relativo às atitudes, comportamento e orientação em matéria de sexualidade"
"Z71"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em outras circunstâncias","Z71 Pessoas em contato com os serviços de saúde para outros aconselhamentos e conselho médico, não classificados em outra parte"
"Z72"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em outras circunstâncias","Z72 Problemas relacionados com o estilo de vida"
"Z73"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em outras circunstâncias","Z73 Problemas relacionados com a organização de seu modo de vida"
"Z74"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em outras circunstâncias","Z74 Problemas relacionados com a dependência de uma pessoa que oferece cuidados de saúde"
"Z75"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em outras circunstâncias","Z75 Problemas relacionados com as facilidades médicas e outros cuidados de saúde"
"Z76"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas em contato com os serviços de saúde em outras circunstâncias","Z76 Pessoas em contato com os serviços de saúde em outras circunstâncias"
"Z80"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde","Z80 História familiar de neoplasia maligna"
"Z81"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde","Z81 História familiar de transtornos mentais e comportamentais"
"Z82"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde","Z82 História familiar de algumas incapacidades e doenças crônicas que conduzem a incapacitação"
"Z83"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde","Z83 História familiar de outros transtornos específicos"
"Z84"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde","Z84 História familiar de outras afecções"
"Z85"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde","Z85 História pessoal de neoplasia maligna"
"Z86"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde","Z86 História pessoal de algumas outras doenças"
"Z87"," XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde","Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde","Z87 História pessoal de outras doenças e afecções"
