"causabas","grupo_cid10"
"Y124","Eventos (fatos) cuja intenção é indeterminada"
"Y125","Eventos (fatos) cuja intenção é indeterminada"
"Y126","Eventos (fatos) cuja intenção é indeterminada"
"Y127","Eventos (fatos) cuja intenção é indeterminada"
"Y128","Eventos (fatos) cuja intenção é indeterminada"
"Y129","Eventos (fatos) cuja intenção é indeterminada"
"Y130","Eventos (fatos) cuja intenção é indeterminada"
"Y131","Eventos (fatos) cuja intenção é indeterminada"
"Y132","Eventos (fatos) cuja intenção é indeterminada"
"Y133","Eventos (fatos) cuja intenção é indeterminada"
"Y134","Eventos (fatos) cuja intenção é indeterminada"
"Y135","Eventos (fatos) cuja intenção é indeterminada"
"Y136","Eventos (fatos) cuja intenção é indeterminada"
"Y137","Eventos (fatos) cuja intenção é indeterminada"
"Y138","Eventos (fatos) cuja intenção é indeterminada"
"Y139","Eventos (fatos) cuja intenção é indeterminada"
"Y140","Eventos (fatos) cuja intenção é indeterminada"
"Y141","Eventos (fatos) cuja intenção é indeterminada"
"Y142","Eventos (fatos) cuja intenção é indeterminada"
"Y143","Eventos (fatos) cuja intenção é indeterminada"
"Y144","Eventos (fatos) cuja intenção é indeterminada"
"Y145","Eventos (fatos) cuja intenção é indeterminada"
"Y146","Eventos (fatos) cuja intenção é indeterminada"
"Y147","Eventos (fatos) cuja intenção é indeterminada"
"Y148","Eventos (fatos) cuja intenção é indeterminada"
"Y149","Eventos (fatos) cuja intenção é indeterminada"
"Y150","Eventos (fatos) cuja intenção é indeterminada"
"Y151","Eventos (fatos) cuja intenção é indeterminada"
"Y152","Eventos (fatos) cuja intenção é indeterminada"
"Y153","Eventos (fatos) cuja intenção é indeterminada"
"Y154","Eventos (fatos) cuja intenção é indeterminada"
"Y155","Eventos (fatos) cuja intenção é indeterminada"
"Y156","Eventos (fatos) cuja intenção é indeterminada"
"Y157","Eventos (fatos) cuja intenção é indeterminada"
"Y158","Eventos (fatos) cuja intenção é indeterminada"
"Y159","Eventos (fatos) cuja intenção é indeterminada"
"Y160","Eventos (fatos) cuja intenção é indeterminada"
"Y161","Eventos (fatos) cuja intenção é indeterminada"
"Y162","Eventos (fatos) cuja intenção é indeterminada"
"Y163","Eventos (fatos) cuja intenção é indeterminada"
"Y164","Eventos (fatos) cuja intenção é indeterminada"
"Y165","Eventos (fatos) cuja intenção é indeterminada"
"Y166","Eventos (fatos) cuja intenção é indeterminada"
"Y167","Eventos (fatos) cuja intenção é indeterminada"
"Y168","Eventos (fatos) cuja intenção é indeterminada"
"Y169","Eventos (fatos) cuja intenção é indeterminada"
"Y170","Eventos (fatos) cuja intenção é indeterminada"
"Y171","Eventos (fatos) cuja intenção é indeterminada"
"Y172","Eventos (fatos) cuja intenção é indeterminada"
"Y173","Eventos (fatos) cuja intenção é indeterminada"
"Y174","Eventos (fatos) cuja intenção é indeterminada"
"Y175","Eventos (fatos) cuja intenção é indeterminada"
"Y176","Eventos (fatos) cuja intenção é indeterminada"
"Y177","Eventos (fatos) cuja intenção é indeterminada"
"Y178","Eventos (fatos) cuja intenção é indeterminada"
"Y179","Eventos (fatos) cuja intenção é indeterminada"
"Y180","Eventos (fatos) cuja intenção é indeterminada"
"Y181","Eventos (fatos) cuja intenção é indeterminada"
"Y182","Eventos (fatos) cuja intenção é indeterminada"
"Y183","Eventos (fatos) cuja intenção é indeterminada"
"Y184","Eventos (fatos) cuja intenção é indeterminada"
"Y185","Eventos (fatos) cuja intenção é indeterminada"
"Y186","Eventos (fatos) cuja intenção é indeterminada"
"Y187","Eventos (fatos) cuja intenção é indeterminada"
"Y188","Eventos (fatos) cuja intenção é indeterminada"
"Y189","Eventos (fatos) cuja intenção é indeterminada"
"Y190","Eventos (fatos) cuja intenção é indeterminada"
"Y191","Eventos (fatos) cuja intenção é indeterminada"
"Y192","Eventos (fatos) cuja intenção é indeterminada"
"Y193","Eventos (fatos) cuja intenção é indeterminada"
"Y194","Eventos (fatos) cuja intenção é indeterminada"
"Y195","Eventos (fatos) cuja intenção é indeterminada"
"Y196","Eventos (fatos) cuja intenção é indeterminada"
"Y197","Eventos (fatos) cuja intenção é indeterminada"
"Y198","Eventos (fatos) cuja intenção é indeterminada"
"Y199","Eventos (fatos) cuja intenção é indeterminada"
"Y200","Eventos (fatos) cuja intenção é indeterminada"
"Y201","Eventos (fatos) cuja intenção é indeterminada"
"Y202","Eventos (fatos) cuja intenção é indeterminada"
"Y203","Eventos (fatos) cuja intenção é indeterminada"
"Y204","Eventos (fatos) cuja intenção é indeterminada"
"Y205","Eventos (fatos) cuja intenção é indeterminada"
"Y206","Eventos (fatos) cuja intenção é indeterminada"
"Y207","Eventos (fatos) cuja intenção é indeterminada"
"Y208","Eventos (fatos) cuja intenção é indeterminada"
"Y209","Eventos (fatos) cuja intenção é indeterminada"
"Y210","Eventos (fatos) cuja intenção é indeterminada"
"Y211","Eventos (fatos) cuja intenção é indeterminada"
"Y212","Eventos (fatos) cuja intenção é indeterminada"
"Y213","Eventos (fatos) cuja intenção é indeterminada"
"Y214","Eventos (fatos) cuja intenção é indeterminada"
"Y215","Eventos (fatos) cuja intenção é indeterminada"
"Y216","Eventos (fatos) cuja intenção é indeterminada"
"Y217","Eventos (fatos) cuja intenção é indeterminada"
"Y218","Eventos (fatos) cuja intenção é indeterminada"
"Y219","Eventos (fatos) cuja intenção é indeterminada"
"Y220","Eventos (fatos) cuja intenção é indeterminada"
"Y221","Eventos (fatos) cuja intenção é indeterminada"
"Y222","Eventos (fatos) cuja intenção é indeterminada"
"Y223","Eventos (fatos) cuja intenção é indeterminada"
"Y224","Eventos (fatos) cuja intenção é indeterminada"
"Y225","Eventos (fatos) cuja intenção é indeterminada"
"Y226","Eventos (fatos) cuja intenção é indeterminada"
"Y227","Eventos (fatos) cuja intenção é indeterminada"
"Y228","Eventos (fatos) cuja intenção é indeterminada"
"Y229","Eventos (fatos) cuja intenção é indeterminada"
"Y230","Eventos (fatos) cuja intenção é indeterminada"
"Y231","Eventos (fatos) cuja intenção é indeterminada"
"Y232","Eventos (fatos) cuja intenção é indeterminada"
"Y233","Eventos (fatos) cuja intenção é indeterminada"
"Y234","Eventos (fatos) cuja intenção é indeterminada"
"Y235","Eventos (fatos) cuja intenção é indeterminada"
"Y236","Eventos (fatos) cuja intenção é indeterminada"
"Y237","Eventos (fatos) cuja intenção é indeterminada"
"Y238","Eventos (fatos) cuja intenção é indeterminada"
"Y239","Eventos (fatos) cuja intenção é indeterminada"
"Y240","Eventos (fatos) cuja intenção é indeterminada"
"Y241","Eventos (fatos) cuja intenção é indeterminada"
"Y242","Eventos (fatos) cuja intenção é indeterminada"
"Y243","Eventos (fatos) cuja intenção é indeterminada"
"Y244","Eventos (fatos) cuja intenção é indeterminada"
"Y245","Eventos (fatos) cuja intenção é indeterminada"
"Y246","Eventos (fatos) cuja intenção é indeterminada"
"Y247","Eventos (fatos) cuja intenção é indeterminada"
"Y248","Eventos (fatos) cuja intenção é indeterminada"
"Y249","Eventos (fatos) cuja intenção é indeterminada"
"Y250","Eventos (fatos) cuja intenção é indeterminada"
"Y251","Eventos (fatos) cuja intenção é indeterminada"
"Y252","Eventos (fatos) cuja intenção é indeterminada"
"Y253","Eventos (fatos) cuja intenção é indeterminada"
"Y254","Eventos (fatos) cuja intenção é indeterminada"
"Y255","Eventos (fatos) cuja intenção é indeterminada"
"Y256","Eventos (fatos) cuja intenção é indeterminada"
"Y257","Eventos (fatos) cuja intenção é indeterminada"
"Y258","Eventos (fatos) cuja intenção é indeterminada"
"Y259","Eventos (fatos) cuja intenção é indeterminada"
"Y260","Eventos (fatos) cuja intenção é indeterminada"
"Y261","Eventos (fatos) cuja intenção é indeterminada"
"Y262","Eventos (fatos) cuja intenção é indeterminada"
"Y263","Eventos (fatos) cuja intenção é indeterminada"
"Y264","Eventos (fatos) cuja intenção é indeterminada"
"Y265","Eventos (fatos) cuja intenção é indeterminada"
"Y266","Eventos (fatos) cuja intenção é indeterminada"
"Y267","Eventos (fatos) cuja intenção é indeterminada"
"Y268","Eventos (fatos) cuja intenção é indeterminada"
"Y269","Eventos (fatos) cuja intenção é indeterminada"
"Y270","Eventos (fatos) cuja intenção é indeterminada"
"Y271","Eventos (fatos) cuja intenção é indeterminada"
"Y272","Eventos (fatos) cuja intenção é indeterminada"
"Y273","Eventos (fatos) cuja intenção é indeterminada"
"Y274","Eventos (fatos) cuja intenção é indeterminada"
"Y275","Eventos (fatos) cuja intenção é indeterminada"
"Y276","Eventos (fatos) cuja intenção é indeterminada"
"Y277","Eventos (fatos) cuja intenção é indeterminada"
"Y278","Eventos (fatos) cuja intenção é indeterminada"
"Y279","Eventos (fatos) cuja intenção é indeterminada"
"Y280","Eventos (fatos) cuja intenção é indeterminada"
"Y281","Eventos (fatos) cuja intenção é indeterminada"
"Y282","Eventos (fatos) cuja intenção é indeterminada"
"Y283","Eventos (fatos) cuja intenção é indeterminada"
"Y284","Eventos (fatos) cuja intenção é indeterminada"
"Y285","Eventos (fatos) cuja intenção é indeterminada"
"Y286","Eventos (fatos) cuja intenção é indeterminada"
"Y287","Eventos (fatos) cuja intenção é indeterminada"
"Y288","Eventos (fatos) cuja intenção é indeterminada"
"Y289","Eventos (fatos) cuja intenção é indeterminada"
"Y290","Eventos (fatos) cuja intenção é indeterminada"
"Y291","Eventos (fatos) cuja intenção é indeterminada"
"Y292","Eventos (fatos) cuja intenção é indeterminada"
"Y293","Eventos (fatos) cuja intenção é indeterminada"
"Y294","Eventos (fatos) cuja intenção é indeterminada"
"Y295","Eventos (fatos) cuja intenção é indeterminada"
"Y296","Eventos (fatos) cuja intenção é indeterminada"
"Y297","Eventos (fatos) cuja intenção é indeterminada"
"Y298","Eventos (fatos) cuja intenção é indeterminada"
"Y299","Eventos (fatos) cuja intenção é indeterminada"
"Y300","Eventos (fatos) cuja intenção é indeterminada"
"Y301","Eventos (fatos) cuja intenção é indeterminada"
"Y302","Eventos (fatos) cuja intenção é indeterminada"
"Y303","Eventos (fatos) cuja intenção é indeterminada"
"Y304","Eventos (fatos) cuja intenção é indeterminada"
"Y305","Eventos (fatos) cuja intenção é indeterminada"
"Y306","Eventos (fatos) cuja intenção é indeterminada"
"Y307","Eventos (fatos) cuja intenção é indeterminada"
"Y308","Eventos (fatos) cuja intenção é indeterminada"
"Y309","Eventos (fatos) cuja intenção é indeterminada"
"Y310","Eventos (fatos) cuja intenção é indeterminada"
"Y311","Eventos (fatos) cuja intenção é indeterminada"
"Y312","Eventos (fatos) cuja intenção é indeterminada"
"Y313","Eventos (fatos) cuja intenção é indeterminada"
"Y314","Eventos (fatos) cuja intenção é indeterminada"
"Y315","Eventos (fatos) cuja intenção é indeterminada"
"Y316","Eventos (fatos) cuja intenção é indeterminada"
"Y317","Eventos (fatos) cuja intenção é indeterminada"
"Y318","Eventos (fatos) cuja intenção é indeterminada"
"Y319","Eventos (fatos) cuja intenção é indeterminada"
"Y320","Eventos (fatos) cuja intenção é indeterminada"
"Y321","Eventos (fatos) cuja intenção é indeterminada"
"Y322","Eventos (fatos) cuja intenção é indeterminada"
"Y323","Eventos (fatos) cuja intenção é indeterminada"
"Y324","Eventos (fatos) cuja intenção é indeterminada"
"Y325","Eventos (fatos) cuja intenção é indeterminada"
"Y326","Eventos (fatos) cuja intenção é indeterminada"
"Y327","Eventos (fatos) cuja intenção é indeterminada"
"Y328","Eventos (fatos) cuja intenção é indeterminada"
"Y329","Eventos (fatos) cuja intenção é indeterminada"
"Y330","Eventos (fatos) cuja intenção é indeterminada"
"Y331","Eventos (fatos) cuja intenção é indeterminada"
"Y332","Eventos (fatos) cuja intenção é indeterminada"
"Y333","Eventos (fatos) cuja intenção é indeterminada"
"Y334","Eventos (fatos) cuja intenção é indeterminada"
"Y335","Eventos (fatos) cuja intenção é indeterminada"
"Y336","Eventos (fatos) cuja intenção é indeterminada"
"Y337","Eventos (fatos) cuja intenção é indeterminada"
"Y338","Eventos (fatos) cuja intenção é indeterminada"
"Y339","Eventos (fatos) cuja intenção é indeterminada"
"Y340","Eventos (fatos) cuja intenção é indeterminada"
"Y341","Eventos (fatos) cuja intenção é indeterminada"
"Y342","Eventos (fatos) cuja intenção é indeterminada"
"Y343","Eventos (fatos) cuja intenção é indeterminada"
"Y344","Eventos (fatos) cuja intenção é indeterminada"
"Y345","Eventos (fatos) cuja intenção é indeterminada"
"Y346","Eventos (fatos) cuja intenção é indeterminada"
"Y347","Eventos (fatos) cuja intenção é indeterminada"
"Y348","Eventos (fatos) cuja intenção é indeterminada"
"Y349","Eventos (fatos) cuja intenção é indeterminada"
"Y872","Sequelas de causas externas de morbidade e de mortalidade"
"Y89","Sequelas de causas externas de morbidade e de mortalidade"
"Y900","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y901","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y902","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y903","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y904","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y905","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y906","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y907","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y908","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y909","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y910","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y911","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y912","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y913","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y919","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
"Y95","Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte"
